CustomerID,num_invoices,total_quantity,total_spend,avg_unit_price,country,repeat_buyer
12405.0,1,857,1710.39,3.5442592592592597,Finland,0
12406.0,2,1818,3415.3,2.487047619047619,Denmark,1
12407.0,5,1416,1708.1200000000001,3.2674025974025973,Belgium,1
12408.0,5,1409,2888.55,3.0228571428571427,Belgium,1
12409.0,3,5551,11072.67,3.574495412844037,Switzerland,1
12410.0,2,211,693.3299999999999,6.335384615384616,Switzerland,1
12412.0,3,829,1226.88,2.7137704918032783,Denmark,1
12413.0,3,286,758.1,4.798421052631579,France,1
12414.0,3,300,562.41,8.57,Austria,1
12415.0,21,77670,124914.53,2.9288826815642457,Australia,1
12417.0,9,1552,3649.1,5.337916666666666,Belgium,1
12418.0,1,407,668.58,3.5644117647058824,Switzerland,0
12420.0,1,345,600.39,4.707241379310345,Cyprus,0
12421.0,4,484,807.04,4.520222222222222,Spain,1
12422.0,3,370,803.5600000000001,3.26025641025641,Australia,1
12423.0,8,1339,1859.31,2.9135999999999997,Belgium,1
12424.0,2,740,1760.96,2.780666666666667,Australia,1
12425.0,1,496,777.2,2.5644444444444443,Portugal,0
12426.0,1,258,582.73,3.9363333333333332,Germany,0
12427.0,3,533,825.8,4.589032258064516,Germany,1
12428.0,9,3536,7956.46,4.627414965986395,Finland,1
12429.0,4,1557,3750.4,3.6307216494845362,Denmark,1
12430.0,1,117,256.4,6.225454545454546,Norway,0
12431.0,15,2918,6487.45,3.7690254237288134,Australia,1
12432.0,5,1801,5059.32,10.550833333333333,Norway,1
12433.0,7,11071,13375.87,2.1927380952380955,Norway,1
12434.0,2,394,806.14,3.6726,Australia,1
12435.0,2,2055,7829.89,5.479166666666667,Denmark,1
12436.0,1,211,509.01,5.2675,Norway,0
12437.0,18,2923,4951.41,3.9925,France,1
12438.0,2,1180,2906.85,3.894897959183673,Norway,1
12441.0,1,121,173.55,3.700909090909091,France,0
12442.0,1,182,172.06,3.34,Spain,0
12444.0,5,1155,5005.46,6.32276836158192,Norway,1
12445.0,1,62,133.4,7.9875,Spain,0
12446.0,1,352,1002.3100000000001,4.277586206896552,RSA,0
12447.0,1,190,476.49,3.5742307692307693,Belgium,0
12448.0,1,243,449.45,5.951818181818182,Spain,0
12449.0,4,1553,4067.29,3.694712041884817,Belgium,1
12450.0,2,128,197.88,1.6175,Spain,1
12451.0,5,6575,9035.52,2.450084745762712,Switzerland,1
12452.0,2,185,430.57,4.485,Switzerland,1
12453.0,1,473,707.09,2.393255813953488,Austria,0
12454.0,1,1006,3528.34,7.282,Spain,0
12455.0,6,2089,2466.86,3.173333333333334,Spain,1
12456.0,3,1633,3181.04,3.62456,Switzerland,1
12457.0,7,844,2363.23,5.2720634920634915,Switzerland,1
12458.0,2,506,947.4,4.326315789473685,Switzerland,1
12461.0,2,287,826.88,4.258857142857143,Switzerland,1
12462.0,2,536,1189.59,4.689516129032258,Spain,1
12463.0,4,776,1344.78,3.0434939759036146,Belgium,1
12464.0,8,112,1212.05,11.832758620689654,Belgium,1
12465.0,2,479,742.1899999999999,2.76,Belgium,1
12468.0,2,366,729.5400000000001,3.5149999999999997,Germany,1
12471.0,30,8212,19824.05,4.300369565217392,Germany,1
12472.0,7,4148,6572.11,2.397669616519174,Germany,1
12473.0,5,2439,3938.5499999999997,8.323928571428572,Germany,1
12474.0,18,4847,7375.79,2.8656603773584903,Germany,1
12475.0,1,535,723.38,2.941111111111111,Germany,0
12476.0,11,2408,6816.42,4.831030042918456,Germany,1
12477.0,6,3653,13219.74,4.3832,Germany,1
12478.0,1,236,680.99,4.537777777777778,Greece,0
12479.0,1,385,527.2,2.6687096774193546,Germany,0
12480.0,4,1707,3281.63,3.1344155844155845,Germany,1
12481.0,10,3304,5596.32,3.4149769585253456,Germany,1
12483.0,8,1110,2484.98,5.198133333333334,Sweden,1
12484.0,6,2191,4541.72,3.126098265895954,Spain,1
12488.0,3,529,1298.66,3.7347272727272727,France,1
12489.0,1,105,334.93,5.908,France,0
12490.0,10,3064,5417.93,2.692857142857143,France,1
12491.0,1,260,460.40000000000003,3.376923076923077,France,0
12492.0,2,192,263.21000000000004,3.3475,Germany,1
12493.0,2,207,433.74,4.309090909090909,France,1
12494.0,7,707,1246.1000000000001,3.862207792207792,France,1
12497.0,1,1236,1043.1,2.06,Germany,0
12498.0,3,159,403.70000000000005,4.197826086956522,Germany,1
12500.0,11,2678,4257.82,5.63688524590164,Germany,1
12501.0,1,1783,2169.39,2.4126845637583894,Germany,0
12502.0,5,820,3723.87,6.425238095238095,Spain,1
12504.0,2,90,482.04999999999995,9.011111111111111,Germany,1
12506.0,1,23,73.5,3.1956521739130435,France,0
12507.0,3,905,1304.81,4.641818181818182,Spain,1
12508.0,2,272,398.27,1.7204347826086959,France,1
12509.0,1,55,176.5,5.564285714285715,France,0
12510.0,2,353,982.5699999999999,4.263333333333334,Spain,1
12512.0,2,99,138.03,2.5794117647058825,Israel,1
12513.0,1,462,612.29,2.180571428571428,France,0
12514.0,1,440,1017.68,3.296862745098039,Italy,0
12515.0,1,131,383.7,6.78125,Italy,0
12516.0,2,875,1312.06,2.725769230769231,Germany,1
12517.0,5,1371,2502.84,2.3527464788732395,Germany,1
12518.0,5,1318,2056.89,2.837177419354839,Germany,1
12519.0,1,183,340.84,2.9911111111111115,Germany,0
12520.0,5,1439,2634.26,3.288421052631579,Germany,1
12521.0,1,309,599.68,2.995789473684211,Germany,0
12522.0,2,194,192.72,5.0008333333333335,Germany,1
12523.0,11,865,1789.77,4.935471698113207,France,1
12524.0,8,3699,4485.72,2.9170833333333333,Germany,1
12526.0,3,632,1316.66,3.3538028169014087,Germany,1
12527.0,3,234,348.71000000000004,2.9294444444444445,Germany,1
12528.0,6,756,1933.48,5.487934782608695,Germany,1
12530.0,4,913,1662.28,3.8854545454545453,Germany,1
12531.0,1,45,125.22,3.8094117647058825,Germany,0
12532.0,1,153,349.83000000000004,3.698125,France,0
12534.0,1,651,1089.18,3.035396825396825,Germany,0
12535.0,2,219,716.35,4.451470588235294,France,1
12536.0,3,2803,12601.830000000002,34.75452107279693,France,1
12538.0,1,191,363.95,3.6433333333333335,Spain,0
12539.0,4,2067,5568.35,4.176520146520147,Spain,1
12540.0,17,6685,13400.24,3.847050209205021,Spain,1
12541.0,3,680,981.18,3.615769230769231,Spain,1
12544.0,1,136,372.7,4.106315789473685,Spain,0
12545.0,2,523,1000.39,4.0238,Spain,1
12546.0,2,633,1161.5,3.199275362318841,Spain,1
12547.0,2,134,207.79999999999998,7.95,Spain,1
12548.0,1,49,95.19999999999999,6.720000000000001,Spain,0
12550.0,1,569,964.83,3.0903508771929826,Spain,0
12551.0,1,100,168.0,1.6800000000000002,Spain,0
12552.0,2,88,437.82,9.1155,Italy,1
12553.0,10,1965,3692.28,3.1996335078534033,France,1
12556.0,2,358,603.71,2.6623140495867768,Spain,1
12557.0,5,4384,11990.960000000001,2.1766666666666667,Spain,1
12558.0,1,196,269.96,1.25,USA,0
12559.0,2,283,561.71,3.5490476190476192,Germany,1
12560.0,3,1110,2134.01,2.8562857142857143,Germany,1
12561.0,1,177,238.85,2.964375,Germany,0
12562.0,7,1779,3781.7400000000002,3.188214285714286,France,1
12564.0,1,133,456.9,5.576190476190476,France,0
12565.0,1,80,145.92,2.351111111111111,Saudi Arabia,0
12566.0,1,265,351.65,3.903684210526316,Germany,0
12567.0,10,4305,9401.28,3.40847533632287,France,1
12569.0,32,1801,4124.69,5.434574468085106,Germany,1
12571.0,2,523,519.61,1.3205882352941176,France,1
12572.0,2,452,1020.42,4.227833333333334,Germany,1
12573.0,1,84,160.54000000000002,2.0964285714285715,France,0
12574.0,1,61,218.45,5.2,France,0
12576.0,5,967,1315.83,2.4045454545454543,Poland,1
12577.0,3,472,657.8,1.7950340136054421,France,1
12578.0,2,1196,2794.51,3.157017543859649,Italy,1
12579.0,1,285,440.42,3.3386206896551722,France,0
12580.0,1,238,415.7,2.6075,Germany,0
12581.0,1,161,197.71,2.8926666666666665,Germany,0
12582.0,2,300,511.36,5.2318181818181815,Finland,1
12583.0,15,5060,7281.38,3.103603238866397,France,1
12584.0,9,416,2338.15,7.484375,Italy,1
12585.0,2,1279,2040.1,3.4639080459770115,Germany,1
12586.0,1,79,196.94000000000003,4.190909090909091,Italy,0
12587.0,1,51,144.0,11.56,Finland,0
12588.0,1,53,214.89999999999998,9.58,Finland,0
12589.0,2,306,646.68,4.502857142857143,France,1
12590.0,2,4283,9864.26,10.54735294117647,Germany,1
12591.0,1,228,452.84999999999997,3.7807692307692307,Italy,0
12592.0,2,290,437.6,3.311111111111111,Germany,1
12593.0,3,206,418.09999999999997,2.6523809523809527,France,1
12594.0,10,1777,3338.2200000000003,3.023135593220339,Italy,1
12596.0,2,474,618.27,4.405555555555556,Spain,1
12597.0,4,2236,3811.22,3.9420873786407764,Spain,1
12598.0,8,1964,3023.08,2.8425757575757578,France,1
12599.0,7,956,1032.58,2.9962903225806454,France,1
12600.0,10,774,2599.04,5.47375,Germany,1
12601.0,5,245,577.0600000000001,6.511071428571428,Germany,1
12602.0,1,162,153.12,1.9708333333333332,France,0
12603.0,1,64,739.1999999999999,9.65,Germany,0
12604.0,2,201,254.18,2.59125,France,1
12607.0,1,1228,1579.51,2.1577227722772276,USA,0
12609.0,3,648,1126.85,3.5178333333333334,Germany,1
12610.0,5,1049,2099.54,5.024716981132076,Italy,1
12611.0,1,846,1193.32,2.675076923076923,Italy,0
12612.0,1,262,704.0400000000001,4.4389473684210525,Germany,0
12613.0,5,1644,3344.38,2.8726143790849674,Germany,1
12614.0,1,76,315.6,5.61,Germany,0
12615.0,4,1376,2291.19,3.0896190476190477,France,1
12616.0,2,284,713.3,3.8203125,France,1
12617.0,1,213,355.53,1.903095238095238,France,0
12618.0,1,96,177.31,6.6381818181818195,Italy,0
12619.0,9,3378,3641.24,7.056555555555556,Germany,1
12620.0,3,1181,1339.41,2.1478260869565218,France,1
12621.0,20,7440,13689.67,2.8922912205567455,Germany,1
12622.0,1,69,180.1,5.739090909090909,Germany,0
12623.0,1,191,305.1,2.628888888888889,Germany,0
12624.0,2,355,641.13,3.8721052631578945,France,1
12625.0,2,1612,2683.82,2.1713953488372093,Germany,1
12626.0,9,3453,6620.48,2.8210544217687072,Germany,1
12627.0,7,2752,4478.53,2.937913043478261,Germany,1
12628.0,3,448,786.46,3.591219512195122,Germany,1
12630.0,2,548,1270.88,4.48640625,Finland,1
12631.0,1,236,640.5,4.537096774193548,Finland,0
12633.0,4,1162,2163.98,3.211386138613862,Germany,1
12635.0,2,1172,1689.18,2.522079207920792,Germany,1
12637.0,8,3002,6021.9,2.6583076923076923,France,1
12638.0,1,577,671.69,2.56,Sweden,0
12639.0,1,201,486.1,4.918181818181818,Sweden,0
12640.0,3,311,1174.58,5.716981132075472,France,1
12641.0,1,72,185.9,6.964999999999999,Sweden,0
12642.0,3,552,1013.26,3.5906382978723403,Germany,1
12643.0,6,1808,3344.64,5.187916666666666,France,1
12644.0,1,325,477.91,2.8045161290322578,Germany,0
12645.0,4,1084,1775.18,2.611095890410959,Germany,1
12646.0,2,897,1346.97,2.387111111111111,USA,1
12647.0,12,1432,3722.82,5.4537704918032786,Germany,1
12648.0,1,160,318.05,3.1723809523809527,Germany,0
12649.0,3,586,623.51,2.6970967741935485,Germany,1
12650.0,1,254,314.44,1.9344999999999999,France,0
12651.0,1,78,114.0,2.244444444444445,France,0
12652.0,1,505,919.98,2.8972916666666664,France,0
12653.0,2,919,2209.85,2.5909302325581396,Israel,1
12654.0,5,264,601.98,4.420526315789473,Germany,1
12656.0,5,1723,4051.17,4.4494444444444445,France,1
12657.0,4,1044,1643.18,5.044893617021277,France,1
12658.0,1,320,686.05,4.114444444444445,Germany,0
12659.0,1,105,91.68,5.308,France,0
12660.0,1,127,245.1,3.8653846153846154,France,0
12662.0,11,2058,3849.78,3.2064782608695652,Germany,1
12664.0,9,1203,4881.88,11.084864864864864,Finland,1
12665.0,1,37,63.0,6.833333333333333,Germany,0
12667.0,1,395,620.13,3.624242424242424,Finland,0
12668.0,4,1634,3807.15,3.458509316770187,Germany,1
12669.0,3,1115,2744.0299999999997,13.741386138613862,France,1
12670.0,5,1397,2996.05,3.235869565217391,France,1
12672.0,1,78,225.89999999999998,3.79,France,0
12673.0,2,351,610.52,2.9283333333333337,Germany,1
12674.0,4,1133,1970.6,3.230602409638554,France,1
12676.0,6,670,1331.39,7.0282222222222215,Sweden,1
12678.0,12,10923,17628.46,6.554666666666667,France,1
12679.0,4,554,1113.02,4.004166666666666,France,1
12680.0,4,443,862.81,3.637884615384615,France,1
12681.0,22,7536,13787.54,3.1529153605015674,France,1
12682.0,31,5575,12288.22,3.7501523809523807,France,1
12683.0,15,4987,8476.57,2.719156976744186,France,1
12684.0,7,1985,2283.63,2.5359999999999996,France,1
12685.0,6,1523,2863.08,3.0710191082802547,France,1
12686.0,1,107,89.14,3.2585714285714285,France,0
12688.0,1,3028,4873.8099999999995,4.124736842105263,Israel,0
12689.0,2,628,1247.61,2.8519444444444444,France,1
12690.0,1,106,389.01,5.5268749999999995,France,0
12691.0,6,394,1035.8,5.0359375,France,1
12693.0,4,255,855.91,5.44025641025641,Germany,1
12694.0,2,509,869.67,3.901621621621622,France,1
12695.0,4,220,582.1,4.785555555555556,France,1
12697.0,3,508,957.59,5.027560975609756,Sweden,1
12700.0,4,2967,4939.99,2.6198880597014926,France,1
12701.0,2,678,797.71,3.0907547169811322,Germany,1
12702.0,1,53,219.0,5.441666666666666,Germany,0
12703.0,1,164,283.55,2.638095238095238,Germany,0
12704.0,8,1006,2340.84,6.428409090909091,Finland,1
12705.0,9,3997,6868.29,2.8610179640718565,Germany,1
12707.0,1,256,603.42,3.236666666666667,France,0
12708.0,10,1307,2712.91,4.316433121019108,Germany,1
12709.0,15,3936,9736.52,3.3240865384615383,Germany,1
12710.0,3,851,1149.02,2.718441558441558,Germany,1
12712.0,13,1062,4396.13,6.379924812030075,Germany,1
12713.0,1,508,848.55,2.503421052631579,Germany,0
12714.0,5,3069,4708.86,2.391891891891892,France,1
12715.0,1,197,353.86,3.401904761904762,Sweden,0
12716.0,2,708,1053.49,2.665797101449275,France,1
12717.0,2,506,1030.98,4.670000000000001,Greece,1
12718.0,1,203,238.25,2.7221052631578946,France,0
12719.0,2,374,644.95,3.644871794871795,France,1
12720.0,25,4672,5781.73,2.701581920903955,Germany,1
12721.0,6,1959,2656.13,3.069751552795031,France,1
12722.0,4,566,997.63,3.6201886792452833,France,1
12723.0,5,434,725.07,3.2023188405797103,France,1
12724.0,4,445,1031.41,3.721132075471698,France,1
12725.0,1,164,427.8,4.104166666666667,Italy,0
12726.0,7,3143,2609.1,2.106693548387097,France,1
12727.0,7,2098,3980.7,3.2171223021582733,France,1
12728.0,4,419,836.33,4.669347826086956,France,1
12729.0,1,233,453.01,3.701538461538462,France,0
12731.0,12,8437,18895.91,3.346167883211679,France,1
12732.0,1,111,236.26000000000002,3.5225000000000004,France,0
12733.0,1,137,383.95,3.372727272727273,USA,0
12734.0,1,88,110.39999999999999,1.185,France,0
12735.0,2,368,779.5699999999999,5.416279069767441,France,1
12736.0,1,173,234.0,5.58,France,0
12738.0,1,148,155.35,3.95,Germany,0
12739.0,2,486,1013.04,4.008421052631578,United Arab Emirates,1
12740.0,1,342,427.6,2.074074074074074,France,0
12743.0,2,319,546.43,3.038582089552239,Unspecified,1
12744.0,7,5241,21279.29,58.33328828828829,Singapore,1
12747.0,11,1275,4196.01,4.3678640776699025,United Kingdom,1
12748.0,210,25748,33719.73,2.6557006092254136,United Kingdom,1
12749.0,5,1471,4090.88,4.999949748743719,United Kingdom,1
12750.0,1,137,275.88,4.62,Poland,0
12752.0,1,2262,4366.78,2.2941509433962266,Norway,0
12753.0,6,11421,21429.39,2.3373604060913706,Japan,1
12754.0,3,6481,3010.74,1.125079365079365,Japan,1
12755.0,2,1491,3811.95,5.0249999999999995,Japan,1
12756.0,1,144,112.07999999999998,0.7424999999999999,Japan,0
12757.0,13,2402,7857.1,11.912641509433962,Portugal,1
12758.0,2,2135,2791.59,1.700618556701031,Portugal,1
12759.0,3,902,1531.44,3.2154736842105267,Netherlands,1
12762.0,2,1227,1898.52,2.736086956521739,Portugal,1
12763.0,2,316,494.08,1.7716666666666667,Japan,1
12764.0,1,386,1693.88,5.387555555555555,Lebanon,0
12766.0,7,3646,6989.63,3.070806451612903,Portugal,1
12769.0,1,356,1143.6,4.45625,Brazil,0
12770.0,1,743,1351.45,2.625,Japan,0
12772.0,1,556,892.47,3.7007272727272724,Portugal,0
12775.0,5,877,1386.04,3.880606060606061,Netherlands,1
12778.0,6,825,822.23,3.5094,Netherlands,1
12779.0,8,2024,3981.36,3.6543624161073827,Poland,1
12781.0,2,671,826.74,3.1308,Czech Republic,1
12782.0,5,1086,2330.92,3.805436893203883,Portugal,1
12783.0,6,624,2225.91,12.22857142857143,Portugal,1
12784.0,2,300,574.42,2.8015254237288136,Portugal,1
12785.0,1,131,311.95,4.828571428571428,Portugal,0
12787.0,3,261,463.66,3.998,Netherlands,1
12789.0,1,4,91.85,22.9625,Netherlands,0
12790.0,1,166,324.92,3.948571428571429,Netherlands,0
12791.0,1,97,192.60000000000002,8.425,Netherlands,0
12792.0,1,217,400.53999999999996,3.5096,Portugal,0
12793.0,2,295,545.48,3.91,Portugal,1
12794.0,2,592,860.41,2.077111111111111,Portugal,1
12795.0,1,68,430.48,7.695,Portugal,0
12797.0,1,118,254.03,5.143846153846154,Portugal,0
12798.0,3,5256,6977.04,1.0474999999999999,Japan,1
12802.0,1,314,427.58,2.52,Netherlands,0
12808.0,3,188,483.65000000000003,4.0460714285714285,Portugal,1
12809.0,1,220,489.31,4.4092,Portugal,0
12811.0,3,230,514.85,4.12258064516129,Portugal,1
12812.0,1,164,229.64000000000001,2.0686666666666667,Japan,0
12814.0,1,49,125.92,20.895,Poland,0
12815.0,2,379,1063.46,5.401489361702128,Poland,1
12816.0,2,128,572.2,8.832758620689654,Poland,1
12817.0,1,53,166.04,12.0725,Austria,0
12818.0,1,929,1542.08,6.755,Austria,0
12820.0,4,722,942.34,1.9047457627118642,United Kingdom,1
12821.0,1,70,92.72,2.4983333333333335,United Kingdom,0
12822.0,2,550,948.88,2.692608695652174,United Kingdom,1
12823.0,5,230,1759.5,7.65,United Kingdom,1
12824.0,1,232,397.12,2.5356,United Kingdom,0
12826.0,7,1058,1474.72,1.9276923076923078,United Kingdom,1
12827.0,3,197,430.15000000000003,2.8680000000000003,United Kingdom,1
12828.0,6,494,1018.71,3.09,United Kingdom,1
12829.0,2,376,293.0,10.368181818181817,United Kingdom,1
12830.0,6,9848,6814.64,1.0863157894736843,United Kingdom,1
12831.0,1,135,215.05,3.066666666666667,United Kingdom,0
12832.0,2,195,383.03,2.928888888888889,United Kingdom,1
12833.0,1,156,417.38,5.44125,United Kingdom,0
12834.0,1,110,312.38,4.893888888888889,United Kingdom,0
12836.0,4,1064,2612.86,4.287828571428571,United Kingdom,1
12837.0,1,24,134.1,6.745833333333334,United Kingdom,0
12838.0,2,359,683.13,2.3197560975609757,United Kingdom,1
12839.0,14,3807,5591.42,1.9202229299363058,United Kingdom,1
12840.0,4,1511,2726.77,2.035486725663717,United Kingdom,1
12841.0,25,2757,4022.35,2.395166666666667,United Kingdom,1
12842.0,2,547,1118.99,4.3302941176470595,United Kingdom,1
12843.0,8,781,1702.26,3.513203883495146,United Kingdom,1
12844.0,2,125,325.96000000000004,2.631153846153846,United Kingdom,1
12845.0,4,204,354.09,2.7903703703703706,United Kingdom,1
12847.0,1,909,871.54,1.3392307692307692,United Kingdom,0
12849.0,2,623,1050.8899999999999,2.8945098039215686,United Kingdom,1
12851.0,1,109,135.18,1.9465999999999999,United Kingdom,0
12852.0,1,149,311.55,3.65,United Kingdom,0
12853.0,6,800,1957.1000000000001,4.250512820512821,United Kingdom,1
12854.0,3,627,1324.5,2.7746363636363633,United Kingdom,1
12855.0,1,30,38.1,1.55,United Kingdom,0
12856.0,6,1079,2179.93,2.543407643312102,United Kingdom,1
12857.0,2,343,1106.4,4.142391304347826,United Kingdom,1
12863.0,1,188,521.2,3.374,United Kingdom,0
12864.0,1,216,147.12,0.6566666666666666,United Kingdom,0
12865.0,2,925,1568.23,3.119157894736842,Austria,1
12866.0,1,171,559.12,4.4157692307692304,Belgium,0
12867.0,7,4298,4036.82,1.3313382899628252,United Kingdom,1
12868.0,6,928,1607.0600000000002,2.611682242990654,United Kingdom,1
12871.0,2,200,380.64,2.110909090909091,United Kingdom,1
12872.0,2,319,599.97,2.4956060606060606,United Kingdom,1
12873.0,1,128,374.0,4.0375,United Kingdom,0
12875.0,2,2019,343.2300000000001,0.17,United Kingdom,1
12876.0,2,1941,2218.02,2.2544705882352942,Belgium,1
12877.0,12,1178,1535.77,1.8988961038961039,United Kingdom,1
12878.0,2,547,854.99,2.0325531914893618,United Kingdom,1
12879.0,3,370,573.22,1.832,United Kingdom,1
12881.0,1,21,298.0,32.971428571428575,United Kingdom,0
12882.0,2,246,1463.04,6.437692307692307,United Kingdom,1
12883.0,4,196,703.47,5.926904761904762,United Kingdom,1
12884.0,1,43,309.05,15.984285714285715,United Kingdom,0
12885.0,3,655,1175.22,3.5930985915492957,United Kingdom,1
12886.0,2,770,1378.4,3.7206097560975615,United Kingdom,1
12888.0,2,76,354.12,5.896,United Kingdom,1
12890.0,1,259,380.46999999999997,1.8129268292682927,United Kingdom,0
12891.0,3,950,331.0,0.3666666666666667,United Kingdom,1
12893.0,1,96,188.14,2.2108823529411765,United Kingdom,0
12895.0,2,210,372.8,3.222727272727273,United Kingdom,1
12897.0,2,110,216.5,2.7,United Kingdom,1
12901.0,28,23075,17654.54,1.4663793103448275,United Kingdom,1
12902.0,1,66,138.68,5.619,United Kingdom,0
12904.0,2,302,509.58,3.085,United Kingdom,1
12906.0,5,1749,2919.81,2.551904761904762,United Kingdom,1
12908.0,2,1200,750.0,0.625,United Kingdom,1
12909.0,5,1280,2178.67,6.7639560439560436,United Kingdom,1
12910.0,8,1692,3075.04,2.0928,United Kingdom,1
12912.0,5,670,1662.3,2.7191666666666667,United Kingdom,1
12913.0,5,1419,2483.63,2.9248000000000003,United Kingdom,1
12915.0,2,93,363.65,6.788636363636363,United Kingdom,1
12916.0,4,1119,3006.15,4.126635514018692,United Kingdom,1
12917.0,1,120,594.0,4.95,United Kingdom,0
12919.0,6,673,1335.19,2.6044,United Kingdom,1
12920.0,1,129,164.23,3.8410714285714285,United Kingdom,0
12921.0,37,9526,16587.09,2.3401944444444447,United Kingdom,1
12922.0,1,370,405.38,1.627857142857143,United Kingdom,0
12923.0,1,69,176.97,2.936551724137931,United Kingdom,0
12924.0,4,481,933.7,3.1883333333333335,United Kingdom,1
12925.0,2,541,694.05,2.310222222222222,United Kingdom,1
12928.0,5,1472,2062.7000000000003,1.9426190476190477,United Kingdom,1
12929.0,1,37,117.85,7.11875,United Kingdom,0
12930.0,2,252,415.8,2.9948,United Kingdom,1
12931.0,15,28004,42055.96,1.7017073170731707,United Kingdom,1
12933.0,3,499,607.53,2.6469811320754717,United Kingdom,1
12935.0,7,1853,2160.7,2.032325581395349,United Kingdom,1
12936.0,4,559,1063.9,2.033225806451613,United Kingdom,1
12937.0,4,1007,1504.27,2.371666666666667,United Kingdom,1
12938.0,1,140,114.14,1.271111111111111,United Kingdom,0
12939.0,8,4876,11581.8,2.403404255319149,United Kingdom,1
12940.0,2,411,913.54,3.8207070707070705,United Kingdom,1
12942.0,3,203,683.9,4.1378666666666675,United Kingdom,1
12944.0,2,289,604.51,3.1886666666666668,United Kingdom,1
12945.0,1,165,462.95,4.95,United Kingdom,0
12947.0,6,1165,1603.99,3.270309278350515,United Kingdom,1
12948.0,7,1080,2064.95,2.932758620689655,United Kingdom,1
12949.0,8,2381,4167.22,2.8786511627906974,United Kingdom,1
12950.0,3,1380,1843.0,1.3891304347826086,United Kingdom,1
12951.0,6,503,1064.07,3.006031746031746,United Kingdom,1
12952.0,4,653,1387.79,4.062658227848101,United Kingdom,1
12953.0,1,84,329.85,6.647058823529412,United Kingdom,0
12955.0,11,3664,4757.16,1.6899444444444445,United Kingdom,1
12956.0,1,34,108.07,4.365263157894737,United Kingdom,0
12957.0,8,2549,4017.54,2.817563025210084,United Kingdom,1
12962.0,2,129,266.39,2.985625,United Kingdom,1
12963.0,8,881,1856.63,3.294842105263158,United Kingdom,1
12965.0,1,283,771.91,3.6638532110091746,United Kingdom,0
12966.0,1,75,160.18,3.4230000000000005,United Kingdom,0
12967.0,2,438,1660.9,6.476315789473684,United Kingdom,1
12968.0,1,73,135.95,3.29,United Kingdom,0
12970.0,4,310,452.24,2.0307947019867547,United Kingdom,1
12971.0,86,9289,11189.91,2.310327868852459,United Kingdom,1
12974.0,1,24,144.8,7.7,United Kingdom,0
12976.0,1,561,738.6,1.5345454545454544,United Kingdom,0
12977.0,1,12,39.239999999999995,4.23,United Kingdom,0
12980.0,9,886,7374.900000000001,15.904500000000002,United Kingdom,1
12981.0,2,242,372.21999999999997,1.6235,United Kingdom,1
